,is_ambig,is_correct,is_human,is_context_true_first,percent_certainty_of_correct
0,False,False,True,False,0.352201788847459
1,False,False,False,True,0.45713671682749485
2,False,True,False,False,0.5736784074525096
3,False,True,True,True,0.5312093733737563
4,False,True,True,True,0.5117166047041654
5,False,False,False,True,0.48047867804790706
6,False,False,True,True,0.4726834766204328
7,False,True,False,True,0.546738151984614
8,False,False,True,False,0.4073334000459302
9,False,False,False,True,0.47657965106367595
10,False,False,False,False,0.4960938294709195
11,False,True,False,False,0.588889130767832
12,False,True,False,False,0.523420348936324
13,False,False,True,False,0.4610167793123158
14,False,False,False,True,0.49218813572079556
15,False,True,True,True,0.538983220687684
16,False,False,False,False,0.480478678047907
17,False,True,False,False,0.5660185351961015
18,False,True,False,False,0.6113819732941511
19,False,True,False,False,0.5544704649604273
20,False,False,False,True,0.41869690935568665
21,False,False,True,False,0.47657965106367595
22,False,True,False,False,0.5583269943353745
23,False,True,False,False,0.5350984286266115
24,False,True,True,False,0.5
25,False,True,True,True,0.5312093733737563
26,False,False,True,False,0.43398146480389854
27,False,True,False,False,0.6039318337259583
28,False,True,True,True,0.5117166047041654
29,False,True,False,False,0.5506073655352404
30,False,False,False,True,0.4378234991142019
31,False,False,True,False,0.4416730056646256
32,False,False,True,True,0.48438008427698437
33,False,False,True,False,0.4378234991142019
34,False,True,False,True,0.5156199157230156
35,False,True,False,False,0.5350984286266116
36,False,True,False,True,0.5506073655352404
37,False,False,True,False,0.4571367168274948
38,False,True,True,True,0.5389832206876841
39,False,False,False,True,0.480478678047907
40,False,False,False,True,0.44939263446475963
41,False,False,False,True,0.3849121444839335
42,False,True,True,False,0.5078118642792044
43,False,True,False,False,0.5506073655352404
44,False,True,True,False,0.588889130767832
45,False,True,True,True,0.5389832206876841
46,False,True,False,False,0.6113819732941511
47,False,True,False,False,0.6261241632752915
48,False,False,False,True,0.4378234991142019
49,False,True,False,False,0.600188359260205
50,False,True,False,True,0.5736784074525096
51,False,True,False,True,0.5078118642792044
52,False,True,False,False,0.6619228758499942
53,False,False,False,True,0.47657965106367595
54,False,True,True,True,0.5312093733737563
55,False,False,True,True,0.4921881357207956
56,False,True,True,True,0.6150878555160665
57,False,True,True,True,0.5428632831725052
58,False,False,True,False,0.45326184801538616
59,False,True,True,True,0.5621765008857981
60,False,False,True,False,0.4416730056646256
61,False,True,True,True,0.5350984286266116
62,False,True,True,True,0.5736784074525096
63,False,False,False,True,0.4455295350395727
64,False,False,True,False,0.4378234991142019
65,False,True,False,False,0.6076631698328916
66,False,False,False,False,0.480478678047907
67,False,False,True,False,0.46879062662624377
68,False,True,False,False,0.600188359260205
69,False,True,True,True,0.5583269943353744
70,False,True,False,True,0.5964331462646254
71,False,True,True,True,0.5506073655352404
72,False,True,False,False,0.5506073655352404
73,False,True,True,True,0.5467381519846138
74,False,True,True,True,0.5
75,False,True,True,False,0.5117166047041654
76,False,False,False,True,0.4416730056646256
77,False,True,True,False,0.6039318337259583
78,False,True,True,True,0.5467381519846138
79,False,False,False,True,0.4610167793123159
80,False,False,True,False,0.48047867804790706
81,False,True,True,True,0.5544704649604273
82,False,True,True,True,0.5312093733737562
83,False,False,False,True,0.4416730056646256
84,False,True,False,False,0.5964331462646254
