,is_ambig,is_correct,is_human,is_context_true_first,percent_certainty_of_correct
0,False,False,False,True,0.4186969093556867
1,False,False,False,True,0.3923368301671084
2,False,True,False,True,0.5117166047041652
3,False,False,False,True,0.3849121444839335
4,False,True,True,False,0.5312093733737563
5,False,True,False,False,0.6150878555160665
6,False,True,False,False,0.5506073655352404
7,False,False,True,False,0.42632159254749036
8,False,False,True,True,0.49218813572079556
9,False,True,False,False,0.546738151984614
10,False,True,True,True,0.5117166047041654
11,False,False,True,False,0.43782349911420193
12,False,True,True,True,0.5312093733737563
13,False,False,False,True,0.43398146480389854
14,False,True,False,False,0.5698526514141571
15,False,True,True,False,0.523420348936324
16,False,False,False,True,0.47268347662043286
17,False,False,True,False,0.4416730056646256
18,False,True,True,False,0.5078118642792044
19,False,False,True,False,0.40356685373537454
20,False,False,False,True,0.3849121444839335
21,False,False,True,False,0.46490157137338844
22,False,True,False,False,0.6224593312018546
23,False,True,True,False,0.5
24,False,True,True,True,0.5389832206876841
25,False,False,False,True,0.44167300566462553
26,False,False,False,True,0.4339814648038986
27,False,False,False,True,0.47268347662043286
28,False,True,True,True,0.588889130767832
29,False,True,False,False,0.5583269943353745
30,False,True,True,False,0.5428632831725052
31,False,False,True,True,0.4532618480153861
32,False,False,False,True,0.4960938294709195
33,False,False,True,False,0.43014734858584286
34,False,False,False,True,0.411110869232168
35,False,False,False,True,0.44939263446475963
36,False,True,False,False,0.5506073655352404
37,False,True,False,False,0.5117166047041654
38,False,False,False,True,0.476579651063676
39,False,False,True,False,0.4610167793123159
40,False,True,True,False,0.5273165233795671
41,False,False,False,True,0.49609382947091946
42,False,True,True,True,0.5273165233795671
43,False,False,False,True,0.48438008427698437
44,False,False,False,True,0.46879062662624377
45,False,True,False,True,0.5312093733737563
46,False,True,False,False,0.6113819732941511
47,False,True,True,True,0.6442251133170356
48,False,False,True,False,0.4532618480153861
49,False,True,False,False,0.588889130767832
50,False,True,False,False,0.5234203489363239
51,False,False,True,False,0.4687906266262437
52,False,True,True,True,0.6297746143530797
53,False,True,True,True,0.5117166047041654
54,False,False,True,False,0.4301473485858429
55,False,True,False,False,0.5660185351961015
56,False,True,True,True,0.5117166047041654
57,False,False,False,True,0.4532618480153861
