,is_ambig,is_correct,is_human,is_context_true_first,percent_certainty_of_correct
0,False,False,True,False,0.3738758367247084
1,False,False,False,True,0.5
2,False,True,True,True,0.5544704649604273
3,False,True,False,False,0.5428632831725052
4,False,True,False,False,0.5583269943353744
5,False,False,False,True,0.42250463481418826
6,False,True,False,False,0.6150878555160665
7,False,True,True,False,0.5660185351961015
8,False,False,False,True,0.43014734858584286
9,False,False,False,True,0.48047867804790706
10,False,True,False,False,0.5698526514141571
11,False,False,True,False,0.3738758297482025
12,False,True,True,True,0.5389832206876841
13,False,False,True,False,0.43014734858584286
14,False,True,True,True,0.519521321952093
15,False,False,True,False,0.42632159254749036
16,False,False,False,True,0.3998116407397951
17,False,True,False,True,0.523420348936324
18,False,True,True,True,0.5660185351961015
19,False,False,False,True,0.37387582974820255
20,False,True,False,False,0.6150878555160666
21,False,True,False,True,0.5156199157230156
22,False,False,False,True,0.41111086923216805
23,False,True,True,True,0.523420348936324
24,False,True,True,True,0.5350984286266115
25,False,False,False,True,0.41489884579676883
26,False,True,False,True,0.5506073655352404
27,False,True,True,True,0.588889130767832
28,False,True,False,True,0.5117166047041654
29,False,False,False,True,0.44939263446475963
30,False,False,True,False,0.48438008427698437
31,False,True,True,True,0.5117166047041654
32,False,False,True,False,0.36658973632215985
33,False,False,True,False,0.35577489351363034
34,False,True,False,False,0.5544704649604273
35,False,False,True,False,0.4073334000459302
36,False,False,False,True,0.43014734858584286
37,False,False,True,False,0.4263215925474903
38,False,True,False,False,0.5851011542032312
39,False,True,True,False,0.5156199157230157
40,False,True,True,True,0.5583269943353744
41,False,False,False,True,0.4225046348141883
42,False,True,True,True,0.5
43,False,True,True,True,0.5698526514141571
44,False,True,False,False,0.5964331462646254
45,False,True,False,False,0.6150878555160665
46,False,False,False,True,0.42250463481418826
47,False,True,False,False,0.6825737344123242
48,False,True,False,True,0.5039061705290805
49,False,True,False,True,0.523420348936324
50,False,True,True,True,0.5350984286266115
51,False,True,False,False,0.5350984286266115
52,False,True,False,False,0.5156199157230157
53,False,False,False,True,0.4416730056646256
54,False,True,True,False,0.5039061705290805
55,False,True,False,True,0.5660185351961015
56,False,True,False,False,0.5774953651858117
57,False,True,False,False,0.5774953651858117
58,False,True,True,True,0.5774953651858118
59,False,False,True,False,0.4378234991142019
60,False,False,False,True,0.43398146480389854
61,False,True,False,False,0.5660185351961015
62,False,False,False,True,0.476579651063676
63,False,False,True,False,0.3960681662740417
64,False,False,False,True,0.49218813572079556
65,False,True,True,True,0.5156199157230156
66,False,True,True,True,0.5621765008857981
67,False,True,False,False,0.5428632831725052
68,False,False,True,True,0.4726834766204328
69,False,True,True,True,0.5273165233795671
70,False,True,True,True,0.5195213219520929
71,False,True,False,False,0.5583269943353745
72,False,True,True,True,0.523420348936324
73,False,False,False,True,0.4263215925474903
74,False,True,False,False,0.5964331462646255
75,False,True,False,False,0.5467381519846138
76,False,False,True,False,0.42632159254749036
77,False,True,False,False,0.588889130767832
78,False,True,True,True,0.6039318337259584
79,False,True,True,True,0.5312093733737563
80,False,False,True,False,0.4186969093556867
81,False,False,False,True,0.4921881357207956
82,False,True,False,False,0.629774621301746
83,False,False,True,False,0.41111086923216805
84,False,True,False,False,0.5506073655352404
85,False,True,False,False,0.5621765008857981
86,False,True,False,True,0.5039061705290805
87,False,False,True,False,0.4921881357207956
88,False,False,False,True,0.44939263446475963
89,False,True,True,True,0.5389832206876841
90,False,True,True,True,0.5736784074525096
91,False,False,True,False,0.4416730056646256
92,False,True,False,False,0.5544704649604273
93,False,False,True,False,0.3812195662561499
94,False,True,True,True,0.5350984286266115
95,False,False,False,True,0.45713671682749485
96,False,False,False,True,0.4687906266262437
97,False,False,False,True,0.480478678047907
98,False,False,True,False,0.43398146480389854
99,False,True,True,True,0.5926665999540698
100,False,True,False,False,0.5117166047041654
101,False,True,False,False,0.5621765008857981
102,False,True,True,True,0.5273165233795671
103,False,True,False,False,0.5312093733737562
104,False,True,True,True,0.5736784074525096
105,False,True,True,False,0.5
106,False,False,True,False,0.3923368301671084
107,False,False,False,True,0.4843800842769844
108,False,True,True,True,0.5813030906443133
109,False,True,False,True,0.523420348936324
110,False,True,False,False,0.5813030906443133
111,False,True,False,False,0.5078118642792044
112,False,True,False,False,0.6187804337438501
113,False,False,True,False,0.4186969093556867
114,False,True,False,False,0.5774953651858118
115,False,True,True,True,0.5851011542032312
116,False,False,True,False,0.45326184801538616
117,False,True,False,False,0.5156199157230157
118,False,False,False,True,0.4493926344647597
119,False,True,True,False,0.5039061705290805
120,False,False,True,False,0.46490157137338844
121,False,True,False,False,0.6261241632752915
122,False,False,False,True,0.4416730056646256
123,False,False,True,True,0.49218813572079556
124,False,False,False,True,0.3960681662740417
125,False,True,True,True,0.5621765008857981
126,False,True,False,False,0.5926665999540698
127,False,False,True,False,0.3998116407397951
128,False,True,True,True,0.5506073655352404
129,False,False,True,False,0.40356685373537454
130,False,True,False,False,0.5428632831725052
131,False,True,True,True,0.6039318337259583
132,False,True,True,True,0.5544704649604273
133,False,False,True,False,0.480478678047907
134,False,True,True,True,0.5428632831725052
135,False,False,True,False,0.41869690935568665
136,False,False,False,True,0.4571367168274948
137,False,False,False,True,0.4073334000459302
138,False,False,False,True,0.42250463481418826
139,False,False,True,False,0.47268347662043286
140,False,False,True,False,0.3886180267058489
141,False,True,False,True,0.5350984286266115
142,False,True,True,True,0.5583269943353744
143,False,True,False,False,0.5312093733737562
144,False,False,False,False,0.49218813572079556
145,False,True,True,True,0.5078118642792044
146,False,True,True,False,0.5964331462646255
147,False,True,False,False,0.538983220687684
148,False,True,False,False,0.6150878555160665
149,False,False,False,True,0.5
150,False,True,True,True,0.5813030906443133
151,False,False,False,True,0.47657965106367595
152,False,False,False,True,0.42250463481418826
153,False,False,False,True,0.4687906266262437
154,False,True,True,True,0.5621765008857981
155,False,True,True,True,0.5964331462646254
156,False,False,True,False,0.44552953503957277
157,False,True,False,True,0.5467381519846138
158,False,True,False,False,0.5467381519846138
159,False,True,True,True,0.5621765008857981
160,False,True,True,True,0.6442250928250375
161,False,False,True,False,0.37022538564692037
162,False,True,True,True,0.5851011542032312
163,False,True,True,True,0.6001883592602049
164,False,False,False,True,0.3849121444839335
165,False,True,True,True,0.6113819732941511
166,False,True,True,False,0.5273165233795671
167,False,False,False,True,0.42250463481418826
168,False,False,True,False,0.45326184801538616
169,False,True,False,False,0.5350984286266115
170,False,True,True,True,0.5583269943353745
171,False,True,False,False,0.5117166047041654
172,False,True,False,False,0.5389832206876841
173,False,False,True,False,0.38491214448393346
174,False,True,True,False,0.5195213219520929
175,False,False,False,True,0.38861802670584894
176,False,True,True,True,0.5621765008857981
177,False,False,False,True,0.4960938294709195
178,False,False,False,True,0.411110869232168
179,False,False,True,False,0.43398146480389854
180,False,True,True,True,0.6442251064863697
181,False,False,False,True,0.48438008427698437
182,False,True,True,True,0.5
183,False,False,True,False,0.44167300566462553
184,False,True,False,False,0.5774953651858117
185,False,True,False,False,0.5389832206876841
186,False,False,False,True,0.5
187,False,True,False,False,0.5813030906443133
188,False,False,True,False,0.3738758157951908
189,False,True,True,False,0.5078118642792044
190,False,True,False,False,0.5156199157230157
191,False,True,True,True,0.5583269943353745
192,False,False,True,False,0.46490157137338844
193,False,False,True,True,0.49218813572079556
194,False,True,False,False,0.5389832206876841
195,False,False,True,False,0.4571367168274948
196,False,False,False,False,0.47657965106367595
197,False,False,True,False,0.4378234991142018
198,False,False,False,True,0.45713671682749474
199,False,False,False,True,0.40356685373537454
200,False,False,True,False,0.38121956625614994
201,False,False,False,True,0.4571367168274948
202,False,False,False,True,0.46879062662624377
203,False,False,False,False,0.4493926344647597
204,False,True,True,True,0.5156199157230156
205,False,False,False,False,0.476579651063676
206,False,False,True,False,0.47268347662043286
207,False,True,True,False,0.5312093733737563
208,False,False,True,False,0.44939263446475963
209,False,False,False,True,0.41869690935568665
210,False,False,False,True,0.4186969093556867
211,False,True,False,False,0.5774953651858118
212,False,False,False,True,0.41869690935568665
213,False,True,True,False,0.5078118642792044
214,False,False,False,True,0.47268347662043286
215,False,False,False,True,0.4301473485858429
216,False,False,False,True,0.48828339529583464
217,False,False,False,True,0.46879062662624377
218,False,False,False,True,0.38861802670584894
