,is_ambig,is_correct,is_human,is_context_true_first,percent_certainty_of_correct
0,False,True,True,True,0.5156199157230156
1,False,True,False,False,0.5621765008857982
2,False,True,True,True,0.5813030906443133
3,False,True,False,True,0.538983220687684
4,False,True,True,True,0.5660185351961015
5,False,True,True,False,0.523420348936324
6,False,True,True,True,0.5736784074525096
7,False,True,True,True,0.6297745935070806
8,False,True,False,False,0.5698526514141571
9,False,False,False,True,0.40356685373537454
10,False,False,False,True,0.49218813572079556
11,False,True,True,True,0.6261241772283034
12,False,False,True,False,0.3415824927356586
13,False,True,True,True,0.5926665999540698
14,False,False,False,True,0.4301473485858429
15,False,False,False,True,0.4532618480153861
16,False,False,False,True,0.399811640739795
17,False,False,False,False,0.4687906266262438
18,False,False,False,True,0.4378234991142019
19,False,False,False,True,0.39233683016710835
20,False,True,True,True,0.5273165233795671
21,False,True,False,False,0.5660185351961015
22,False,True,False,False,0.5926665999540698
23,False,True,True,True,0.5583269943353745
24,False,True,True,False,0.5117166047041654
25,False,False,True,True,0.49218813572079556
26,False,True,True,True,0.5428632831725052
27,False,False,True,False,0.42250463481418826
28,False,False,True,False,0.42250463481418826
29,False,False,True,False,0.4263215925474903
30,False,True,True,True,0.5774953651858118
31,False,True,False,True,0.5195213219520929
32,False,True,False,False,0.6113819732941511
33,False,True,False,False,0.5698526514141571
34,False,True,False,False,0.5467381519846138
35,False,True,True,True,0.5428632831725052
36,False,True,True,True,0.5156199157230156
37,False,False,True,False,0.4301473485858429
38,False,True,True,True,0.523420348936324
39,False,True,False,False,0.5350984286266115
40,False,False,True,True,0.49218813572079556
41,False,True,True,False,0.5
42,False,False,True,False,0.411110869232168
43,False,False,True,True,0.4960938294709195
44,False,False,True,False,0.47657965106367595
45,False,True,True,False,0.5078118642792044
46,False,True,True,True,0.5312093733737562
47,False,True,True,True,0.519521321952093
48,False,False,False,True,0.40356685373537454
49,False,False,False,False,0.48438008427698437
50,False,True,True,True,0.5583269943353745
51,False,True,True,True,0.5736784074525096
52,False,False,False,True,0.47657965106367595
53,False,True,False,False,0.5506073655352404
54,False,True,True,False,0.5117166047041654
55,False,True,False,True,0.5467381519846138
56,False,True,False,True,0.5156199157230156
57,False,False,False,True,0.42632159254749036
58,False,False,True,False,0.3849121444839335
59,False,False,False,True,0.4726834766204329
60,False,False,True,False,0.43782349911420193
61,False,False,False,True,0.47657965106367595
62,False,False,False,True,0.4571367168274948
63,False,True,False,False,0.5583269943353745
64,False,True,False,False,0.5660185351961015
65,False,False,False,True,0.480478678047907
66,False,False,False,True,0.41489884579676883
67,False,False,True,False,0.4571367168274948
68,False,True,True,True,0.5813030906443133
69,False,True,True,True,0.5621765008857981
70,False,True,True,True,0.5078118642792044
71,False,False,False,True,0.44939263446475963
72,False,True,True,True,0.5350984286266115
73,False,False,True,False,0.43014734858584286
74,False,True,False,False,0.5813030906443133
75,False,True,True,True,0.5389832206876841
76,False,True,False,False,0.5621765008857981
77,False,False,False,True,0.43014734858584286
78,False,True,True,True,0.5813030906443134
79,False,False,True,False,0.4843800842769843
80,False,True,True,True,0.5428632831725051
81,False,False,True,True,0.4960938294709195
82,False,True,True,True,0.5350984286266115
83,False,True,False,True,0.5506073655352404
84,False,False,True,False,0.33807712415000585
85,False,True,True,True,0.5350984286266116
86,False,True,False,False,0.5698526514141571
87,False,False,False,True,0.40356685373537454
88,False,True,False,False,0.5506073655352404
89,False,False,True,False,0.40356685373537454
90,False,False,True,False,0.48438008427698437
91,False,True,False,False,0.6442250996557036
92,False,True,True,False,0.626124191181315
93,False,True,True,True,0.5583269943353745
94,False,False,True,False,0.46101677931231594
95,False,True,False,False,0.6297745935070806
96,False,False,False,True,0.48438008427698437
97,False,False,False,False,0.4960938294709195
98,False,False,True,False,0.4186969093556867
99,False,True,False,False,0.5660185351961015
100,False,False,False,True,0.4493926344647597
101,False,False,False,True,0.43398146480389854
102,False,True,True,True,0.5350984286266115
103,False,True,False,False,0.588889130767832
104,False,False,True,False,0.45326184801538616
105,False,False,False,True,0.4416730056646256
106,False,True,True,True,0.5273165233795671
107,False,False,False,True,0.45713671682749474
108,False,True,False,False,0.5736784074525096
109,False,False,True,False,0.4687906266262437
110,False,False,False,True,0.41111086923216805
111,False,True,False,False,0.5660185351961015
112,False,False,False,True,0.46101677931231594
113,False,True,False,False,0.6297746004557471
114,False,True,True,True,0.5544704649604273
115,False,False,True,False,0.4571367168274948
116,False,False,False,True,0.41489884579676883
117,False,False,False,False,0.476579651063676
118,False,False,False,True,0.5
119,False,False,True,False,0.4339814648038986
120,False,False,True,False,0.4416730056646256
121,False,True,True,False,0.5039061705290805
122,False,True,False,False,0.6297746074044134
123,False,False,False,True,0.4882833952958347
124,False,True,False,False,0.5156199157230156
125,False,True,True,True,0.5813030906443133
126,False,False,False,True,0.4339814648038986
127,False,False,True,False,0.4571367168274948
128,False,True,True,False,0.5428632831725052
129,False,True,False,False,0.5813030906443133
130,False,True,True,True,0.5156199157230157
131,False,True,True,True,0.5234203489363239
132,False,True,False,False,0.5964331462646254
133,False,True,False,False,0.5467381519846138
134,False,True,False,False,0.5389832206876841
135,False,False,True,False,0.4339814648038985
136,False,True,False,True,0.5389832206876841
137,False,True,True,False,0.5698526514141571
138,False,True,False,True,0.523420348936324
139,False,False,False,True,0.47268347662043286
140,False,False,True,False,0.45713671682749485
141,False,True,True,True,0.5506073655352404
142,False,True,False,False,0.5312093733737563
143,False,False,True,False,0.373875808818685
144,False,True,True,True,0.5888891307678319
145,False,False,False,True,0.4455295350395727
146,False,False,True,False,0.3960681662740417
147,False,True,True,False,0.5660185351961016
148,False,True,True,True,0.5698526514141571
149,False,False,True,True,0.48438008427698437
150,False,False,False,True,0.4571367168274948
151,False,False,True,False,0.4571367168274948
152,False,False,True,False,0.411110869232168
153,False,False,False,True,0.46879062662624377
154,False,False,True,False,0.44939263446475963
155,False,False,False,True,0.46101677931231594
156,False,True,True,True,0.523420348936324
157,False,False,False,True,0.4921881357207956
158,False,True,False,False,0.5964331462646255
159,False,False,True,False,0.4610167793123159
160,False,True,False,False,0.5506073655352404
161,False,False,False,True,0.4455295350395727
162,False,True,True,True,0.5273165233795671
163,False,True,True,True,0.5
164,False,False,False,True,0.41869690935568665
165,False,True,True,True,0.5
166,False,False,True,False,0.48047867804790706
167,False,True,False,False,0.5467381519846138
168,False,True,False,True,0.519521321952093
169,False,True,True,True,0.5736784074525096
170,False,False,False,True,0.42632159254749036
171,False,True,False,False,0.6076631698328917
172,False,True,False,False,0.5736784074525096
173,False,True,True,True,0.5428632831725052
174,False,False,False,True,0.45326184801538616
175,False,False,True,False,0.48828339529583464
176,False,False,True,False,0.42250463481418826
177,False,True,False,False,0.6261241772283034
178,False,False,False,True,0.4532618480153861
179,False,True,True,True,0.5736784074525096
180,False,True,False,False,0.6039318337259584
181,False,True,False,False,0.5621765008857982
182,False,False,True,False,0.399811640739795
183,False,False,True,False,0.46490157137338844
184,False,True,True,True,0.5428632831725052
185,False,False,True,False,0.4687906266262437
186,False,False,False,True,0.4263215925474903
187,False,False,False,True,0.480478678047907
188,False,False,True,False,0.4610167793123159
189,False,True,True,True,0.6113819732941511
190,False,True,True,False,0.5428632831725052
191,False,False,False,True,0.48438008427698437
192,False,False,False,True,0.4960938294709195
193,False,True,True,True,0.600188359260205
194,False,False,False,True,0.411110869232168
195,False,True,True,True,0.5851011542032312
196,False,True,True,True,0.5621765008857981
197,False,False,True,False,0.3886180267058489
198,False,True,True,True,0.588889130767832
199,False,True,True,True,0.5117166047041654
200,False,True,False,False,0.5312093733737563
201,False,False,False,True,0.43782349911420193
202,False,False,False,True,0.43014734858584286
203,False,True,True,True,0.600188359260205
204,False,False,True,False,0.42250463481418826
205,False,False,True,False,0.4726834766204328
206,False,False,True,False,0.4532618480153861
207,False,True,True,True,0.519521321952093
208,False,True,False,False,0.523420348936324
209,False,False,False,True,0.48438008427698437
210,False,False,False,True,0.48047867804790706
211,False,False,True,False,0.4186969093556867
212,False,True,False,False,0.5851011542032312
213,False,True,True,True,0.5813030906443133
214,False,False,False,False,0.48828339529583464
215,False,True,False,False,0.5660185351961015
216,False,False,True,False,0.4148988457967688
217,False,False,False,True,0.4687906266262437
218,False,True,True,True,0.5621765008857981
219,False,True,True,True,0.5583269943353745
220,False,False,True,True,0.4921881357207956
221,False,False,False,True,0.4455295350395727
222,False,False,True,False,0.4186969093556867
223,False,True,True,True,0.5544704649604273
224,False,True,True,True,0.6039318337259583
225,False,True,False,False,0.6113819732941511
226,False,False,False,True,0.4765796510636759
227,False,False,False,True,0.47657965106367595
228,False,False,False,True,0.46101677931231594
229,False,False,True,True,0.48438008427698437
230,False,False,True,False,0.41869690935568665
231,False,False,True,False,0.4378234991142019
232,False,False,False,True,0.43398146480389854
233,False,True,True,True,0.5195213219520929
234,False,False,False,False,0.48828339529583464
235,False,True,True,True,0.5078118642792044
236,False,False,True,False,0.43398146480389854
237,False,True,True,True,0.5389832206876841
238,False,False,False,True,0.480478678047907
239,False,True,False,False,0.5583269943353745
240,False,True,True,True,0.5039061705290805
241,False,False,False,True,0.42250463481418826
242,False,True,True,False,0.519521321952093
243,False,True,False,False,0.5698526514141572
244,False,True,True,False,0.523420348936324
245,False,True,False,False,0.5736784074525096
246,False,True,False,False,0.5736784074525096
247,False,True,False,True,0.5544704649604273
248,False,True,True,True,0.523420348936324
249,False,False,True,False,0.42632159254749036
250,False,False,True,False,0.49218813572079556
251,False,False,False,True,0.47657965106367595
252,False,True,True,False,0.5
253,False,True,True,True,0.5544704649604272
254,False,False,True,False,0.36658975016245987
255,False,False,True,False,0.4339814648038986
256,False,True,True,True,0.5813030906443133
257,False,True,False,False,0.5774953651858118
258,False,False,False,True,0.4610167793123159
259,False,True,True,True,0.5544704649604273
260,False,True,False,False,0.5506073655352404
261,False,True,True,False,0.519521321952093
262,False,True,True,False,0.5467381519846138
263,False,True,True,True,0.5078118642792044
264,False,False,False,True,0.4882833952958347
265,False,True,True,False,0.5736784074525096
266,False,False,False,False,0.5
267,False,True,True,False,0.5078118642792044
268,False,True,False,False,0.5660185351961015
269,False,False,True,False,0.44939263446475963
270,False,True,True,True,0.5583269943353745
271,False,True,True,False,0.5
272,False,True,True,True,0.5888891307678321
273,False,True,True,True,0.5273165233795671
274,False,True,False,False,0.5621765008857981
275,False,False,False,True,0.5
276,False,False,False,True,0.4339814648038985
277,False,True,True,True,0.5389832206876841
278,False,False,True,False,0.48047867804790706
279,False,False,False,True,0.3849121444839335
280,False,False,True,False,0.4610167793123159
281,False,True,True,True,0.523420348936324
282,False,True,True,True,0.5467381519846138
283,False,False,True,False,0.4263215925474903
284,False,True,False,True,0.519521321952093
285,False,False,True,False,0.4610167793123159
286,False,False,False,True,0.45713671682749485
287,False,True,True,True,0.5506073655352403
288,False,False,True,False,0.4225046348141882
289,False,True,False,False,0.5312093733737563
290,False,True,True,True,0.6076631698328917
291,False,False,False,True,0.46879062662624377
292,False,True,True,True,0.5660185351961015
293,False,True,False,False,0.6076631698328916
294,False,False,True,False,0.47268347662043286
295,False,True,False,True,0.5117166047041654
296,False,True,True,True,0.5312093733737563
297,False,False,True,True,0.48828339529583464
298,False,False,True,False,0.40356685373537454
299,False,False,False,False,0.47657965106367595
300,False,True,True,True,0.5583269943353745
301,False,True,False,False,0.5350984286266115
302,False,True,False,False,0.6076631698328916
303,False,True,False,False,0.6370307944803831
304,False,False,True,False,0.48438008427698437
305,False,False,True,False,0.48438008427698437
306,False,False,False,True,0.46879062662624377
307,False,False,True,False,0.399811640739795
308,False,True,False,False,0.5312093733737563
