,is_ambig,is_correct,is_human,is_context_true_first,percent_certainty_of_correct
0,False,False,True,False,0.48047867804790706
1,False,True,True,True,0.5273165233795671
2,False,False,True,True,0.48047867804790706
3,False,False,False,False,0.4687906266262437
4,False,True,False,False,0.588889130767832
5,False,True,True,True,0.5117166047041654
6,False,True,True,True,0.6297746143530797
7,False,True,False,False,0.6076631698328916
8,False,False,True,False,0.4186969093556867
9,False,True,False,False,0.588889130767832
10,False,False,False,True,0.38121956625614994
11,False,True,False,False,0.5156199157230156
12,False,True,True,True,0.5273165233795671
13,False,True,True,True,0.6297746074044134
14,False,False,False,True,0.41869690935568665
15,False,True,False,False,0.5813030906443133
16,False,True,True,False,0.6442251133170357
17,False,True,False,False,0.5851011542032312
18,False,True,False,False,0.5389832206876841
19,False,True,True,True,0.5698526514141571
20,False,False,False,True,0.37022539259558657
21,False,True,True,True,0.5117166047041654
22,False,False,True,False,0.4186969093556867
23,False,False,False,True,0.49609382947091946
24,False,False,True,False,0.43782349911420193
25,False,False,True,False,0.37022539259558657
26,False,True,False,False,0.5813030906443134
27,False,True,True,True,0.5544704649604274
28,False,False,True,False,0.4035668537353746
29,False,True,False,False,0.5506073655352403
30,False,True,True,True,0.5698526514141571
31,False,True,True,True,0.5583269943353744
32,False,True,True,True,0.519521321952093
33,False,False,False,True,0.48438008427698437
34,False,False,False,True,0.3923368301671084
35,False,True,True,True,0.5583269943353744
36,False,False,False,True,0.48438008427698437
37,False,False,True,False,0.43014734858584297
38,False,True,False,False,0.5621765008857981
39,False,True,True,True,0.5583269943353744
40,False,False,True,False,0.45326184801538616
41,False,False,True,False,0.43014734858584286
42,False,True,False,False,0.600188359260205
43,False,True,True,True,0.5467381519846138
44,False,True,False,False,0.5428632831725052
45,False,False,True,False,0.48438008427698437
46,False,True,True,True,0.5926665999540698
47,False,True,True,True,0.5813030906443133
48,False,False,True,False,0.4263215925474903
49,False,False,False,True,0.480478678047907
50,False,True,False,False,0.5350984286266116
51,False,True,False,True,0.5195213219520929
52,False,False,True,False,0.4649015713733885
53,False,True,True,False,0.523420348936324
54,False,True,True,True,0.5156199157230156
55,False,True,False,False,0.5774953651858118
56,False,False,True,False,0.46101677931231594
57,False,False,False,True,0.46490157137338844
58,False,True,False,True,0.5195213219520929
59,False,True,True,True,0.5195213219520929
60,False,False,True,False,0.3557748935136304
61,False,False,False,True,0.45326184801538616
62,False,False,True,False,0.4610167793123159
63,False,True,False,False,0.5156199157230156
64,False,True,True,True,0.5813030906443133
65,False,True,False,False,0.5660185351961015
66,False,True,True,True,0.5851011542032312
67,False,False,False,False,0.476579651063676
68,False,True,True,False,0.5428632831725052
69,False,True,True,True,0.5698526514141571
70,False,False,False,True,0.42250463481418826
71,False,False,False,True,0.3923368301671084
72,False,True,True,False,0.5078118642792044
73,False,True,False,False,0.5078118642792044
74,False,True,True,True,0.519521321952093
75,False,False,True,False,0.46101677931231594
76,False,True,True,True,0.588889130767832
77,False,False,False,True,0.45326184801538616
78,False,True,False,False,0.6113819732941511
79,False,False,True,False,0.46490157137338844
80,False,True,False,False,0.5039061705290805
81,False,True,True,False,0.5813030906443134
82,False,True,True,True,0.5428632831725052
83,False,True,True,True,0.5736784074525098
84,False,False,False,True,0.4649015713733885
85,False,True,True,False,0.523420348936324
86,False,True,True,True,0.6334102498375401
87,False,True,True,True,0.519521321952093
88,False,True,True,True,0.519521321952093
89,False,False,True,False,0.35577489351363034
90,False,True,True,True,0.519521321952093
91,False,True,True,False,0.5078118642792044
92,False,False,False,True,0.4687906266262437
93,False,False,False,True,0.4301473485858429
94,False,False,True,False,0.39981164073979497
95,False,False,False,False,0.48438008427698437
96,False,False,False,True,0.48047867804790706
97,False,True,True,True,0.5888891307678319
98,False,True,True,False,0.5350984286266115
99,False,True,False,True,0.5312093733737563
100,False,False,True,False,0.4263215925474903
101,False,True,False,False,0.5774953651858118
102,False,True,True,True,0.6039318337259583
103,False,False,True,False,0.4571367168274948
104,False,True,False,False,0.5156199157230156
105,False,False,False,False,0.45326184801538616
106,False,False,False,True,0.43782349911420193
107,False,True,False,True,0.5389832206876841
108,False,False,False,True,0.399811640739795
109,False,False,True,True,0.4726834766204328
110,False,False,False,True,0.47268347662043286
111,False,True,True,False,0.5039061705290805
112,False,False,True,False,0.42632159254749036
113,False,False,True,False,0.49609382947091957
114,False,False,True,False,0.47657965106367595
115,False,True,False,False,0.5660185351961015
116,False,True,True,False,0.6076631698328916
117,False,True,False,False,0.5621765008857981
118,False,False,False,True,0.4225046348141882
119,False,True,False,False,0.5156199157230156
120,False,False,False,True,0.49218813572079556
121,False,True,True,False,0.5544704649604273
122,False,False,True,False,0.41111086923216805
123,False,False,False,True,0.44552953503957266
124,False,True,False,False,0.6076631698328916
125,False,True,False,False,0.5506073655352404
126,False,False,False,False,0.4571367168274948
127,False,False,False,True,0.38121956625614994
128,False,True,False,False,0.6039318337259584
129,False,True,True,True,0.588889130767832
130,False,True,True,True,0.5312093733737562
131,False,False,True,False,0.38861802670584894
132,False,False,True,False,0.36658975016245987
133,False,True,True,False,0.5312093733737562
134,False,False,False,True,0.45326184801538616
135,False,False,True,False,0.4416730056646256
136,False,False,True,True,0.4921881357207956
137,False,True,True,True,0.523420348936324
138,False,False,True,False,0.4571367168274948
139,False,False,True,False,0.42250463481418826
140,False,False,False,True,0.480478678047907
141,False,True,True,True,0.5078118642792044
142,False,False,False,True,0.44167300566462553
143,False,True,False,False,0.6334102636778401
144,False,True,False,False,0.5428632831725052
145,False,False,False,True,0.4378234991142019
146,False,True,False,False,0.5312093733737562
147,False,False,True,False,0.4571367168274948
148,False,False,True,False,0.4339814648038985
149,False,True,False,False,0.5156199157230157
150,False,False,True,False,0.480478678047907
151,False,False,True,False,0.44167300566462553
152,False,True,True,True,0.5621765008857982
153,False,True,True,True,0.5621765008857981
154,False,True,True,True,0.5273165233795671
155,False,False,False,True,0.4186969093556867
156,False,True,True,False,0.5078118642792044
157,False,True,False,False,0.5428632831725052
158,False,False,True,False,0.4960938294709195
159,False,True,False,False,0.5660185351961015
160,False,True,False,False,0.6442251064863695
161,False,True,False,False,0.6113819732941511
162,False,True,False,False,0.5660185351961015
163,False,True,True,True,0.5506073655352404
164,False,True,False,False,0.5506073655352404
165,False,False,False,True,0.4960938294709195
166,False,False,False,True,0.4186969093556867
167,False,True,True,True,0.5428632831725052
168,False,False,False,True,0.37754065479083276
169,False,True,False,False,0.5156199157230157
170,False,True,True,True,0.6224593452091672
171,False,True,False,False,0.5273165233795671
172,False,False,False,True,0.4571367168274948
173,False,False,False,True,0.4610167793123159
174,False,False,True,False,0.43782349911420193
175,False,True,True,True,0.5813030906443133
176,False,True,False,False,0.600188359260205
177,False,True,False,False,0.588889130767832
178,False,True,True,True,0.6039318337259583
179,False,True,True,False,0.5851011542032312
180,False,True,False,False,0.5698526514141571
181,False,False,False,True,0.46101677931231594
182,False,True,False,False,0.5926665999540698
183,False,True,False,False,0.5506073655352404
184,False,False,True,False,0.4687906266262437
185,False,False,True,False,0.46490157137338844
186,False,False,False,False,0.48047867804790706
187,False,True,False,False,0.5544704649604273
188,False,False,True,False,0.4378234991142019
189,False,True,True,True,0.5156199157230156
190,False,True,True,True,0.5
191,False,True,True,False,0.5774953651858118
192,False,False,False,True,0.399811640739795
193,False,False,False,True,0.4571367168274948
194,False,False,False,True,0.4493926344647596
195,False,False,False,True,0.4726834766204328
196,False,False,False,True,0.399811640739795
197,False,False,True,False,0.4225046348141882
198,False,False,True,False,0.399811640739795
199,False,True,False,False,0.5736784074525096
200,False,False,True,False,0.4571367168274948
201,False,True,True,True,0.5813030906443133
202,False,False,False,True,0.3451052642223204
203,False,True,True,False,0.5039061705290805
204,False,True,True,True,0.5078118642792044
205,False,False,False,True,0.48438008427698437
206,False,False,False,True,0.411110869232168
207,False,False,True,False,0.40356685373537454
208,False,True,True,True,0.5039061705290805
209,False,False,False,True,0.43782349911420193
210,False,True,True,True,0.5
211,False,False,False,True,0.4571367168274948
212,False,False,False,True,0.4073334000459302
213,False,True,True,False,0.5117166047041654
214,False,True,False,False,0.6334102636778401
215,False,True,True,True,0.6224593312018546
216,False,False,False,True,0.4073334000459302
217,False,False,False,True,0.480478678047907
218,False,False,False,True,0.41489884579676883
219,False,True,True,True,0.5428632831725052
220,False,True,True,True,0.5350984286266116
221,False,False,False,True,0.4649015713733885
222,False,False,True,False,0.4035668537353745
223,False,False,False,False,0.5
224,False,False,False,True,0.4726834766204328
225,False,True,True,False,0.5117166047041654
226,False,True,True,True,0.5273165233795671
227,False,True,True,True,0.5774953651858117
228,False,False,False,True,0.4455295350395727
229,False,False,True,False,0.43782349911420193
230,False,False,False,False,0.4960938294709195
231,False,False,False,True,0.48828339529583464
232,False,True,False,False,0.5851011542032312
233,False,True,False,False,0.5544704649604273
234,False,True,True,True,0.5583269943353745
235,False,False,True,True,0.4960938294709195
236,False,True,True,True,0.5544704649604273
237,False,False,False,True,0.4186969093556867
238,False,True,False,True,0.5621765008857981
239,False,True,True,True,0.600188359260205
240,False,False,False,True,0.48047867804790706
241,False,False,False,False,0.4571367168274948
242,False,True,True,True,0.5312093733737563
243,False,False,False,True,0.42632159254749036
244,False,False,False,True,0.44939263446475963
245,False,True,True,True,0.6039318337259584
246,False,True,False,False,0.5621765008857981
247,False,True,True,True,0.5
248,False,True,True,True,0.5389832206876841
249,False,False,False,True,0.4378234991142019
250,False,False,True,False,0.4186969093556867
251,False,True,False,False,0.5851011542032312
252,False,True,True,True,0.5078118642792044
253,False,False,False,True,0.4301473485858429
254,False,True,False,True,0.546738151984614
255,False,False,False,True,0.4455295350395727
256,False,True,True,True,0.5273165233795671
257,False,True,False,False,0.5428632831725052
258,False,False,True,True,0.4610167793123159
259,False,True,False,False,0.5660185351961015
260,False,True,False,False,0.5350984286266115
261,False,False,False,True,0.3886180267058489
262,False,True,True,True,0.6039318337259583
263,False,False,False,True,0.36658972248186006
264,False,True,False,False,0.5774953651858117
265,False,True,False,False,0.5774953651858118
266,False,True,True,True,0.600188359260205
267,False,False,True,False,0.48438008427698437
268,False,True,True,True,0.6039318337259583
269,False,False,True,False,0.3702253856469203
270,False,False,True,False,0.47268347662043286
271,False,False,False,True,0.46879062662624377
272,False,False,False,True,0.42250463481418826
273,False,True,False,False,0.5736784074525096
274,False,False,False,False,0.46490157137338844
275,False,True,True,True,0.5350984286266115
276,False,True,False,False,0.5583269943353745
277,False,True,False,False,0.5698526514141571
278,False,True,False,False,0.651354857898194
279,False,False,False,True,0.4455295350395727
280,False,True,False,False,0.5467381519846138
281,False,False,True,False,0.359364152021239
282,False,False,True,False,0.3998116407397951
283,False,False,True,False,0.4035668537353745
284,False,True,False,False,0.5156199157230157
285,False,True,True,True,0.5467381519846138
286,False,True,False,False,0.5544704649604273
287,False,True,True,True,0.523420348936324
288,False,True,True,True,0.6039318337259583
289,False,False,False,True,0.48828339529583464
290,False,True,False,False,0.6039318337259584
291,False,True,False,False,0.5428632831725051
292,False,False,True,False,0.39233683016710835
293,False,True,False,False,0.5698526514141572
294,False,True,True,True,0.6334102775181399
295,False,True,True,True,0.5621765008857982
296,False,False,True,False,0.48047867804790706
297,False,False,True,False,0.44552953503957266
298,False,False,False,True,0.4263215925474903
299,False,True,True,True,0.5698526514141571
300,False,False,False,True,0.44167300566462553
301,False,True,True,True,0.5
302,False,True,False,False,0.6757646075489392
303,False,True,False,False,0.5544704649604273
304,False,True,False,False,0.6334102636778401
305,False,False,False,True,0.43398146480389854
306,False,True,False,True,0.5544704649604273
307,False,True,False,False,0.6584174938590246
