,is_ambig,is_correct,is_human,is_context_true_first,percent_certainty_of_correct
0,False,True,True,True,0.600188359260205
1,False,True,False,False,0.5926665999540697
2,False,False,True,True,0.48828339529583464
3,False,False,False,True,0.4726834766204328
4,False,True,False,False,0.5350984286266116
5,False,False,True,False,0.44552953503957266
6,False,True,False,False,0.5312093733737563
7,False,True,True,False,0.5117166047041654
8,False,True,False,False,0.5926665999540698
9,False,True,True,True,0.5583269943353745
10,False,False,False,True,0.47657965106367595
11,False,False,False,True,0.4843800842769843
12,False,True,False,False,0.5350984286266115
13,False,True,False,False,0.588889130767832
14,False,False,True,False,0.4455295350395727
15,False,True,True,True,0.5312093733737563
16,False,True,True,True,0.5583269943353745
17,False,True,False,False,0.5660185351961015
18,False,False,True,False,0.476579651063676
19,False,True,False,True,0.5078118642792044
20,False,True,False,True,0.519521321952093
21,False,True,False,True,0.5234203489363239
22,False,False,True,False,0.4301473485858429
23,False,False,True,False,0.49218813572079556
24,False,False,False,True,0.4416730056646256
25,False,False,False,False,0.48438008427698437
26,False,False,False,True,0.4687906266262437
27,False,True,True,True,0.519521321952093
28,False,True,False,False,0.5117166047041654
29,False,False,False,False,0.4882833952958347
30,False,False,False,True,0.5
31,False,False,False,False,0.4882833952958347
32,False,False,False,True,0.4225046348141882
33,False,False,True,False,0.38121956625614994
34,False,False,True,False,0.4263215925474903
35,False,True,True,True,0.588889130767832
36,False,False,False,True,0.48047867804790706
37,False,True,False,True,0.5039061705290806
38,False,False,True,False,0.43398146480389854
39,False,False,False,True,0.4493926344647597
40,False,False,True,False,0.4455295350395727
41,False,False,False,True,0.46490157137338844
42,False,True,True,True,0.5350984286266116
43,False,False,False,True,0.4571367168274948
44,False,True,True,True,0.5583269943353745
45,False,True,False,False,0.5506073655352404
46,False,False,True,False,0.4687906266262437
47,False,False,False,True,0.4843800842769844
48,False,True,True,True,0.5039061705290805
49,False,True,False,True,0.5117166047041654
50,False,False,True,False,0.411110869232168
51,False,False,False,True,0.411110869232168
52,False,True,False,False,0.523420348936324
53,False,False,False,False,0.48047867804790706
54,False,False,True,False,0.47268347662043286
55,False,False,False,True,0.4960938294709195
56,False,False,False,True,0.45326184801538616
57,False,False,True,False,0.43014734858584286
58,False,False,False,True,0.4649015713733885
59,False,False,False,True,0.5
60,False,True,False,False,0.5117166047041652
61,False,False,True,False,0.39233683016710835
62,False,False,True,False,0.41111086923216794
63,False,False,True,False,0.4610167793123159
64,False,False,True,False,0.43782349911420193
65,False,False,True,False,0.45326184801538616
66,False,False,False,True,0.4882833952958347
67,False,True,True,True,0.5774953651858117
68,False,False,True,False,0.45326184801538616
69,False,False,True,True,0.4726834766204328
70,False,True,False,False,0.546738151984614
71,False,True,False,False,0.5389832206876841
72,False,False,True,False,0.48047867804790706
73,False,True,True,True,0.5039061705290805
74,False,False,False,True,0.4378234991142019
75,False,False,True,False,0.41111086923216805
76,False,False,False,False,0.5
77,False,False,True,False,0.4301473485858429
78,False,True,False,False,0.523420348936324
79,False,False,True,False,0.45326184801538616
80,False,True,True,True,0.5660185351961015
81,False,True,True,True,0.5774953651858118
82,False,True,False,True,0.5039061705290805
83,False,False,True,False,0.44939263446475963
84,False,True,False,False,0.5273165233795671
85,False,False,False,True,0.3849121444839335
86,False,True,True,True,0.5506073655352404
