,token,normedProbCorrect,ifCorrect,numResponsesBefore,ifMatch,ifContextHumanFirst
1_47, FALSE,0.5815398098696529,True,2,True,True
1_63, FALSE,0.6906569263239991,True,3,True,True
1_79, FALSE,0.7182849585943699,True,4,True,True
1_96, FALSE,0.8269903066497603,True,5,True,True
1_112, TRUE,0.3611761411886793,False,6,True,True
1_130, FALSE,0.7745620747829634,True,7,True,True
1_147, TRUE,0.4042189132009032,False,8,True,True
1_163, FALSE,0.5789560121131122,True,9,True,True
2_45, TRUE,0.46463209116288967,False,2,False,False
2_61, FALSE,0.5314326213892919,True,3,True,False
2_79, FALSE,0.4937098668635025,False,4,True,False
2_95, TRUE,0.586431255778414,True,5,False,False
2_111, TRUE,0.40371287128565003,False,6,False,False
2_127, TRUE,0.5341293705028282,True,7,False,False
2_143, TRUE,0.5913352167259492,True,8,True,False
2_159, TRUE,0.5576053753871877,True,9,True,False
3_45, FALSE,0.4624958243856766,False,2,True,True
3_63, FALSE,0.5986917084992857,True,3,True,True
3_81, FALSE,0.6199000992653965,True,4,True,True
3_97, TRUE,0.5215701786866915,True,5,False,True
3_113, TRUE,0.29310325199044274,False,6,False,True
3_129, TRUE,0.49899769384258247,False,7,False,True
3_145, TRUE,0.5665797510639817,True,8,True,True
3_161, TRUE,0.6877660027698561,True,9,True,True
4_46, FALSE,0.5685094044201745,True,2,True,False
4_64, FALSE,0.604920496662453,True,3,True,False
4_80, FALSE,0.594584354126479,True,4,True,False
4_97, FALSE,0.6893521954033368,True,5,True,False
4_113, TRUE,0.3877011973435215,False,6,True,False
4_130, TRUE,0.1306259709544037,False,7,True,False
4_147, TRUE,0.5069117846894037,True,8,True,False
4_163, TRUE,0.5450303059212845,True,9,True,False
5_46, FALSE,0.5545298262054651,True,2,True,True
5_62, TRUE,0.4466012278206194,False,3,True,True
5_78, FALSE,0.682214921099169,True,4,True,True
5_94, FALSE,0.6336768275229318,True,5,True,True
5_110, TRUE,0.45279395917782644,False,6,True,True
5_128, FALSE,0.7937005475438457,True,7,True,True
5_144, FALSE,0.6955739644874366,True,8,True,True
5_160, TRUE,0.6942346546638123,True,9,True,True
6_45, FALSE,0.5335322816795423,True,2,True,False
6_63, FALSE,0.5737950321602092,True,3,True,False
6_79, FALSE,0.49841403031895104,False,4,True,False
6_96, TRUE,0.5680863947031247,True,5,True,False
6_112, TRUE,0.12123676233198734,False,6,False,False
6_129, TRUE,0.4052593007445507,False,7,True,False
6_145, FALSE,0.6174603504985626,True,8,True,False
6_161, TRUE,0.6261447233164164,True,9,True,False
7_45, TRUE,0.6100696743722137,True,2,True,True
7_63, FALSE,0.665796878399431,True,3,True,True
7_79, FALSE,0.4816623784577396,False,4,True,True
7_95, FALSE,0.5099102419426134,True,5,True,True
7_111, TRUE,0.5119787449316877,True,6,True,True
7_127, TRUE,0.3616084368935351,False,7,False,True
7_144, TRUE,0.5539577643741076,True,8,True,True
7_160, TRUE,0.6552739773686104,True,9,True,True
8_46, TRUE,0.6023649485529651,True,2,True,True
8_62, TRUE,0.554028467673313,True,3,False,True
8_78, FALSE,0.4738226818242549,False,4,True,True
8_95, FALSE,0.4825576930627454,False,5,True,True
8_113, FALSE,0.5414874558038101,True,6,True,True
8_130, TRUE,0.4771744112606351,False,7,True,True
8_146, TRUE,0.5890812467515453,True,8,True,True
8_163, FALSE,0.5935476342419898,True,9,False,True
9_45, TRUE,0.6340743481052581,True,2,False,True
9_63, FALSE,0.5925008111714654,True,3,True,True
9_79, FALSE,0.3803650841352748,False,4,False,True
9_96, FALSE,0.5145536977487716,True,5,True,True
9_114, FALSE,0.5498955786719223,True,6,True,True
9_130, TRUE,0.5569277451957907,True,7,False,True
9_146, TRUE,0.44264962963222654,False,8,True,True
9_162, FALSE,0.570953802385415,True,9,True,True
10_45, FALSE,0.511240016038093,True,2,True,True
10_63, FALSE,0.6164452887190891,True,3,True,True
10_79, FALSE,0.5687152439445461,True,4,False,True
10_95, FALSE,0.7734964951340614,True,5,True,True
10_111, TRUE,0.20814434434931198,False,6,True,True
10_127, TRUE,0.3092958205758903,False,7,False,True
10_143, FALSE,0.6444759986243974,True,8,False,True
10_160, FALSE,0.5159676808705381,True,9,False,True
11_45, FALSE,0.5527953028128127,True,2,True,False
11_63, FALSE,0.5948896314358043,True,3,True,False
11_79, TRUE,0.5845898876885763,True,4,True,False
11_95, TRUE,0.43023896725487426,False,5,False,False
11_111, TRUE,0.48214336249300915,False,6,True,False
11_129, FALSE,0.6624911707744572,True,7,True,False
11_145, FALSE,0.5645496129384372,True,8,True,False
11_161, TRUE,0.6989960429091673,True,9,True,False
12_46, FALSE,0.5571027940532245,True,2,True,False
12_64, FALSE,0.6345689885426293,True,3,True,False
12_82, FALSE,0.5778350566157222,True,4,True,False
12_98, FALSE,0.7579609517630901,True,5,True,False
12_114, TRUE,0.4287228832040789,False,6,True,False
12_131, TRUE,0.2693151047083508,False,7,True,False
12_147, FALSE,0.6972684335249627,True,8,True,False
12_164, FALSE,0.6920374504307791,True,9,False,False
13_45, FALSE,0.583941273760559,True,2,True,False
13_63, FALSE,0.631814418313018,True,3,True,False
13_79, TRUE,0.6589698112297105,True,4,True,False
13_96, TRUE,0.25770157938824634,False,5,True,False
13_114, FALSE,0.7608832257739956,True,6,True,False
13_132, FALSE,0.8642048317621439,True,7,True,False
13_148, TRUE,0.7401626209582259,True,8,True,False
13_164, TRUE,0.8280829702888536,True,9,True,False
14_46, TRUE,0.6074339543627673,True,2,True,True
14_62, TRUE,0.585356740668576,True,3,True,True
14_78, FALSE,0.49771500090751253,False,4,True,True
14_95, TRUE,0.6189711782726437,True,5,True,True
14_111, TRUE,0.5974069525985536,True,6,True,True
14_127, FALSE,0.5952343413520865,True,7,True,True
14_143, FALSE,0.34309063092282543,False,8,True,True
14_160, TRUE,0.6433861512398119,True,9,False,True
15_45, TRUE,0.4839132690780209,False,2,False,False
15_61, TRUE,0.5521869598265968,True,3,True,False
15_79, FALSE,0.5636406888817455,True,4,True,False
15_95, FALSE,0.6163929772765812,True,5,True,False
15_111, TRUE,0.6340787472704268,True,6,True,False
15_127, FALSE,0.648515080303793,True,7,True,False
15_144, TRUE,0.7226799459221024,True,8,True,False
15_160, TRUE,0.7780095696478506,True,9,True,False
16_46, TRUE,0.5521539481810716,True,2,True,True
16_62, FALSE,0.5743658675641918,True,3,True,True
16_80, FALSE,0.5318429543708872,True,4,True,True
16_97, FALSE,0.47032321526249266,False,5,True,True
16_113, TRUE,0.49838831058194444,False,6,True,True
16_129, FALSE,0.6973417025003026,True,7,True,True
16_147, FALSE,0.6906756417458432,True,8,True,True
16_163, TRUE,0.6336821572229864,True,9,True,True
17_45, FALSE,0.5544836391903615,True,2,True,False
17_63, FALSE,0.6055366509344037,True,3,True,False
17_79, FALSE,0.3104648252629725,False,4,False,False
17_95, FALSE,0.789787111823066,True,5,True,False
17_113, FALSE,0.8392842515347538,True,6,True,False
17_130, TRUE,0.2774248184713129,False,7,True,False
17_146, FALSE,0.7090899614578415,True,8,True,False
17_162, FALSE,0.5452138389523269,True,9,True,False
18_48, TRUE,0.5741196412465451,True,2,True,True
18_64, TRUE,0.48187479815857553,False,3,True,True
18_82, FALSE,0.554336645726537,True,4,True,True
18_99, FALSE,0.47861547812138366,False,5,True,True
18_117, FALSE,0.5705818458792185,True,6,True,True
18_134, TRUE,0.5787402032374688,True,7,True,True
18_152, FALSE,0.6913305007360532,True,8,True,True
18_168, TRUE,0.7351881151449543,True,9,True,True
19_46, TRUE,0.49964048006195944,False,2,True,True
19_62, TRUE,0.43137176571672875,False,3,False,True
19_78, FALSE,0.5448363872660322,True,4,True,True
19_94, FALSE,0.48235097792884984,False,5,True,True
19_110, TRUE,0.5416995900839442,True,6,True,True
19_127, TRUE,0.4065416815833035,False,7,True,True
19_143, FALSE,0.5337363764349949,True,8,False,True
19_159, TRUE,0.711751094125535,True,9,True,True
20_46, TRUE,0.3905493475963031,False,2,False,False
20_62, TRUE,0.5368080488031766,True,3,False,False
20_78, FALSE,0.5267516795299463,True,4,True,False
20_95, FALSE,0.48082625682086727,False,5,True,False
20_113, FALSE,0.6073529877839045,True,6,True,False
20_131, FALSE,0.5958159338358724,True,7,True,False
20_147, FALSE,0.41647676433143405,False,8,False,False
20_163, TRUE,0.5293223154326523,True,9,True,False
21_46, TRUE,0.4593119714363443,False,2,False,False
21_62, TRUE,0.5757827516301955,True,3,False,False
21_78, TRUE,0.5117099208742795,True,4,True,False
21_95, FALSE,0.43562859998628123,False,5,True,False
21_113, FALSE,0.5098692604820356,True,6,True,False
21_129, TRUE,0.7828440810632068,True,7,False,False
21_147, FALSE,0.5522539312526005,True,8,True,False
21_163, TRUE,0.7091749152558822,True,9,True,False
22_45, TRUE,0.633051461389355,True,2,True,True
22_61, FALSE,0.6101767409545943,True,3,True,True
22_77, TRUE,0.5833109169684112,True,4,True,True
22_94, TRUE,0.4587625688802168,False,5,True,True
22_112, FALSE,0.7009779762041936,True,6,True,True
22_129, TRUE,0.7432641224466696,True,7,True,True
22_145, FALSE,0.5952251377765527,True,8,False,True
22_161, TRUE,0.8102655545411109,True,9,True,True
23_45, FALSE,0.43869409358547534,False,2,True,True
23_63, FALSE,0.5693093263331683,True,3,True,True
23_79, FALSE,0.596100706486394,True,4,True,True
23_96, FALSE,0.6623077702848541,True,5,True,True
23_112, TRUE,0.3749962977649643,False,6,True,True
23_130, FALSE,0.8196887631892872,True,7,True,True
23_146, TRUE,0.5717273888269618,True,8,True,True
23_162, FALSE,0.5891108025093293,True,9,True,True
24_46, TRUE,0.5344654068820481,True,2,True,True
24_64, FALSE,0.754609231926961,True,3,True,True
24_80, TRUE,0.57222421320168,True,4,True,True
24_96, FALSE,0.865354370568741,True,5,True,True
24_114, FALSE,0.46260770823446146,False,6,True,True
24_130, TRUE,0.6871767150469285,True,7,False,True
24_148, FALSE,0.7489702866443331,True,8,True,True
24_164, TRUE,0.828262675688343,True,9,True,True
25_45, FALSE,0.42557539230191765,False,2,True,True
25_61, TRUE,0.6563993303504092,True,3,False,True
25_77, FALSE,0.5680517244021174,True,4,True,True
25_93, FALSE,0.5141211337425834,True,5,True,True
25_109, TRUE,0.5655649790655018,True,6,True,True
25_125, TRUE,0.23432929294919058,False,7,False,True
25_141, FALSE,0.5566745184396747,True,8,False,True
25_157, TRUE,0.688406242000981,True,9,True,True
26_46, TRUE,0.4059610549592542,False,2,False,False
26_62, TRUE,0.5377858199804046,True,3,True,False
26_78, TRUE,0.48347690612852234,False,4,True,False
26_94, FALSE,0.5779122866554041,True,5,True,False
26_110, TRUE,0.7198900565832065,True,6,True,False
26_127, TRUE,0.7415680344722633,True,7,True,False
26_143, FALSE,0.4611712781687299,False,8,True,False
26_159, TRUE,0.8419668005321738,True,9,True,False
27_48, FALSE,0.6182007273444587,True,2,True,False
27_64, TRUE,0.527056992957037,True,3,False,False
27_80, TRUE,0.40489345218552514,False,4,True,False
27_96, TRUE,0.44011203049387704,False,5,False,False
27_114, FALSE,0.6582716174092712,True,6,True,False
27_130, FALSE,0.4837674940051592,False,7,True,False
27_147, TRUE,0.671247536765317,True,8,True,False
27_163, TRUE,0.5721710012937884,True,9,True,False
28_45, FALSE,0.4911003250343843,False,2,True,True
28_63, FALSE,0.6302716616221818,True,3,True,True
28_81, FALSE,0.5754025892836698,True,4,True,True
28_98, TRUE,0.3700261807167291,False,5,True,True
28_114, TRUE,0.3821531515868773,False,6,True,True
28_130, TRUE,0.47971790041810614,False,7,False,True
28_146, FALSE,0.4789762555923085,False,8,False,True
28_163, FALSE,0.5721495035814924,True,9,False,True
29_45, FALSE,0.4152860143994379,False,2,True,True
29_61, TRUE,0.6234100362082245,True,3,False,True
29_77, FALSE,0.558565007133464,True,4,True,True
29_94, FALSE,0.6332392698092588,True,5,True,True
29_110, TRUE,0.34380203663860864,False,6,False,True
29_127, TRUE,0.2933111788264435,False,7,True,True
29_143, TRUE,0.5042876049001311,True,8,True,True
29_159, TRUE,0.6349713648081694,True,9,True,True
30_45, FALSE,0.4525425474995439,False,2,True,True
30_61, FALSE,0.5862526552952866,True,3,True,True
30_77, TRUE,0.4482772284830003,False,4,True,True
30_93, TRUE,0.47596305547087475,False,5,False,True
30_109, TRUE,0.32804487212760713,False,6,False,True
30_125, FALSE,0.45957728935630215,False,7,True,True
30_141, TRUE,0.590817943788742,True,8,True,True
30_157, TRUE,0.6382550631943479,True,9,True,True
31_45, FALSE,0.5138028296439644,True,2,True,True
31_63, FALSE,0.5451864025159177,True,3,True,True
31_81, FALSE,0.3555178882991888,False,4,True,True
31_98, TRUE,0.4275302278495848,False,5,True,True
31_114, TRUE,0.45344808793023955,False,6,True,True
31_131, TRUE,0.598307616492235,True,7,True,True
31_148, TRUE,0.7200377240885167,True,8,True,True
31_164, TRUE,0.5472315463056546,True,9,True,True
32_47, FALSE,0.5523897722821206,True,2,True,False
32_65, FALSE,0.6498147677279422,True,3,True,False
32_81, TRUE,0.48948632494976124,False,4,True,False
32_98, FALSE,0.794588004414981,True,5,True,False
32_114, TRUE,0.5985908792382016,True,6,True,False
32_130, TRUE,0.30574106610143587,False,7,False,False
32_148, FALSE,0.5242843155746114,True,8,True,False
32_164, TRUE,0.7603963626352428,True,9,True,False
33_45, TRUE,0.6006587583727125,True,2,True,False
33_63, FALSE,0.6384963983411804,True,3,True,False
33_79, TRUE,0.5959932365748969,True,4,True,False
33_96, FALSE,0.7390709455314894,True,5,True,False
33_112, TRUE,0.6851378101132706,True,6,True,False
33_129, TRUE,0.4767195203456499,False,7,True,False
33_145, TRUE,0.5810719011697372,True,8,True,False
33_161, TRUE,0.5716264908200812,True,9,True,False
34_46, FALSE,0.5998825603099645,True,2,True,False
34_62, TRUE,0.46373925586930886,False,3,True,False
34_78, FALSE,0.7674829520416979,True,4,True,False
34_94, TRUE,0.635431902340421,True,5,False,False
34_110, TRUE,0.12191505987238602,False,6,False,False
34_126, TRUE,0.4161477351231851,False,7,False,False
34_142, FALSE,0.6836876745412988,True,8,False,False
34_159, TRUE,0.518978527750605,True,9,False,False
35_45, TRUE,0.45813088714488165,False,2,False,False
35_61, TRUE,0.5476483698657023,True,3,False,False
35_77, TRUE,0.535741796115877,True,4,True,False
35_93, TRUE,0.6729113032791542,True,5,False,False
35_111, FALSE,0.5391728179381018,True,6,True,False
35_127, FALSE,0.5639465254273102,True,7,True,False
35_143, FALSE,0.450321596474082,False,8,False,False
35_160, FALSE,0.6151167344593529,True,9,False,False
36_46, FALSE,0.4957743706077792,False,2,True,True
36_64, FALSE,0.613406626890905,True,3,True,True
36_82, FALSE,0.3848308934516087,False,4,True,True
36_98, TRUE,0.5596943040855348,True,5,False,True
36_116, FALSE,0.6762775946971449,True,6,True,True
36_133, TRUE,0.31250520576597424,False,7,True,True
36_149, FALSE,0.6919634518033506,True,8,False,True
36_165, TRUE,0.5776777746330963,True,9,True,True
37_47, TRUE,0.546202072974758,True,2,False,False
37_63, TRUE,0.5927734521620479,True,3,True,False
37_81, FALSE,0.4719856197916873,False,4,True,False
37_97, FALSE,0.5264569039629275,True,5,True,False
37_113, TRUE,0.6434929715621504,True,6,True,False
37_129, FALSE,0.5886776290193813,True,7,True,False
37_145, FALSE,0.5770597017020166,True,8,True,False
37_161, TRUE,0.744987675513935,True,9,True,False
38_46, TRUE,0.528027670834776,True,2,True,True
38_64, FALSE,0.6642910795681704,True,3,True,True
38_80, TRUE,0.5449054763325328,True,4,True,True
38_96, TRUE,0.2307707457418128,False,5,False,True
38_112, TRUE,0.4845106203226058,False,6,True,True
38_130, FALSE,0.6864119509012527,True,7,True,True
38_146, TRUE,0.774016051616646,True,8,True,True
38_162, TRUE,0.6283619763420281,True,9,True,True
